Price,BD,BA,SQFT,Address,City,State,Zip,ImageUrl,Description,Info
"$329,258",6 beds,4 baths,"3,239 sqft","1201 Cedar St, San Francisco, CA 36291",San Francisco,CA,36291,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-5.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Modern kitchen with new appliances
Recently renovated
Large garage
Well-maintained backyard"
"$311,082",6 beds,4 baths,"3,239 sqft","1318 Elm St, Washington, DC 58656",Washington,DC,58656,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-2.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Swimming pool
Walking distance to parks
Gated community"
"$830,175",6 beds,4 baths,"3,239 sqft","3104 Elm St, Philadelphia, PA 94776",Philadelphia,PA,94776,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-2.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Recently renovated
Swimming pool"
"$583,485",6 beds,4 baths,"3,239 sqft","2625 Oak St, Denver, CO 89279",Denver,CO,89279,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-3.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Pet-friendly
Well-maintained backyard"
"$612,668",6 beds,4 baths,"3,239 sqft","4346 Cedar St, Washington, DC 59957",Washington,DC,59957,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-4.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Modern kitchen with new appliances
Recently renovated
Pet-friendly
Close to public transport"
"$547,357",6 beds,4 baths,"3,239 sqft","3225 Elm St, Portland, OR 99902",Portland,OR,99902,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-3.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Recently renovated
Gated community"
"$724,365",6 beds,4 baths,"3,239 sqft","4229 Elm St, Detroit, MI 63547",Detroit,MI,63547,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-2.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Close to public transport
Walking distance to parks"
"$683,952",6 beds,4 baths,"3,239 sqft","2490 Pine St, San Diego, CA 70332",San Diego,CA,70332,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-2.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Large garage
Swimming pool
Pet-friendly"
"$313,272",6 beds,4 baths,"3,239 sqft","1322 Pine St, New York, NY 97107",New York,NY,97107,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-5.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Gated community
Close to public transport
Pet-friendly"
"$568,496",6 beds,4 baths,"3,239 sqft","3984 Maple St, Chicago, IL 51210",Chicago,IL,51210,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-4.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Well-maintained backyard
Swimming pool"
"$589,079",6 beds,4 baths,"3,239 sqft","1151 Cedar St, Miami, FL 34960",Miami,FL,34960,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-3.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Recently renovated
Gated community
Ocean view
Large garage"
"$893,350",6 beds,4 baths,"3,239 sqft","1625 Pine St, Seattle, WA 55359",Seattle,WA,55359,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-3.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Swimming pool
Recently renovated"
"$428,020",6 beds,4 baths,"3,239 sqft","1799 Oak St, Washington, DC 74193",Washington,DC,74193,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-4.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Modern kitchen with new appliances
Pet-friendly
Walking distance to parks
Close to public transport"
"$991,994",6 beds,4 baths,"3,239 sqft","3946 Pine St, Portland, OR 77376",Portland,OR,77376,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-1.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Swimming pool
Walking distance to parks
Modern kitchen with new appliances"
"$770,057",6 beds,4 baths,"3,239 sqft","1867 Cedar St, San Diego, CA 53115",San Diego,CA,53115,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-5.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Large garage
Modern kitchen with new appliances
Ocean view
Gated community"
"$813,767",6 beds,5 baths,"1,861 sqft","2848 Oak St, Seattle, WA 91352",Seattle,WA,91352,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-1.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Walking distance to parks
Modern kitchen with new appliances"
"$882,650",6 beds,5 baths,"1,861 sqft","3487 Pine St, San Francisco, CA 18232",San Francisco,CA,18232,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-1.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Ocean view
Gated community"
"$493,281",6 beds,5 baths,"1,861 sqft","3652 Maple St, Austin, TX 55212",Austin,TX,55212,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-2.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Gated community
Modern kitchen with new appliances"
"$781,179",6 beds,5 baths,"1,861 sqft","1172 Pine St, Los Angeles, CA 81175",Los Angeles,CA,81175,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-2.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Swimming pool
Well-maintained backyard
Walking distance to parks
Modern kitchen with new appliances"
"$886,917",6 beds,5 baths,"1,861 sqft","2631 Oak St, Miami, FL 10111",Miami,FL,10111,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-4.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Gated community
Close to public transport"
"$390,808",6 beds,5 baths,"1,861 sqft","2564 Pine St, Phoenix, AZ 74855",Phoenix,AZ,74855,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-2.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Well-maintained backyard
Pet-friendly
Close to public transport"
"$631,776",6 beds,5 baths,"1,861 sqft","1427 Pine St, Orlando, FL 93010",Orlando,FL,93010,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-4.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Recently renovated
Well-maintained backyard
Modern kitchen with new appliances"
"$953,006",6 beds,5 baths,"1,861 sqft","1954 Oak St, Chicago, IL 62260",Chicago,IL,62260,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-5.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Swimming pool
Ocean view
Large garage
Modern kitchen with new appliances"
"$503,368",6 beds,5 baths,"1,861 sqft","1306 Cedar St, Houston, TX 79318",Houston,TX,79318,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-4.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Well-maintained backyard
Ocean view"
"$992,365",6 beds,5 baths,"1,861 sqft","3339 Cedar St, Chicago, IL 23428",Chicago,IL,23428,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-4.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Modern kitchen with new appliances
Walking distance to parks
Well-maintained backyard"
"$746,039",6 beds,5 baths,"1,861 sqft","2390 Pine St, Phoenix, AZ 10667",Phoenix,AZ,10667,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-4.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Close to public transport
Recently renovated"
"$443,008",6 beds,5 baths,"1,861 sqft","1075 Oak St, Denver, CO 54939",Denver,CO,54939,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-2.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Modern kitchen with new appliances
Large garage
Walking distance to parks"
"$968,444",6 beds,5 baths,"1,861 sqft","4147 Oak St, Phoenix, AZ 82943",Phoenix,AZ,82943,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-1.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Large garage
Gated community"
"$336,978",6 beds,5 baths,"1,861 sqft","2150 Cedar St, San Francisco, CA 82018",San Francisco,CA,82018,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-3.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Gated community
Ocean view"
"$645,808",6 beds,5 baths,"1,861 sqft","1848 Maple St, Denver, CO 84749",Denver,CO,84749,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-4.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Large garage
Pet-friendly
Well-maintained backyard"
"$415,871",6 beds,5 baths,"1,861 sqft","1549 Oak St, Austin, TX 59217",Austin,TX,59217,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-2.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Gated community
Modern kitchen with new appliances"
"$626,600",6 beds,5 baths,"1,861 sqft","3592 Maple St, Phoenix, AZ 62304",Phoenix,AZ,62304,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-3.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Recently renovated
Close to public transport
Modern kitchen with new appliances
Large garage"
"$946,085",6 beds,5 baths,"1,861 sqft","2240 Maple St, Detroit, MI 77542",Detroit,MI,77542,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-3.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Close to public transport
Pet-friendly
Gated community"
"$481,119",6 beds,5 baths,"1,861 sqft","3809 Pine St, Orlando, FL 12903",Orlando,FL,12903,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-1.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Swimming pool
Pet-friendly
Gated community
Recently renovated"
"$926,594",6 beds,5 baths,"1,861 sqft","3872 Maple St, Philadelphia, PA 38788",Philadelphia,PA,38788,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-1.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Recently renovated
Large garage"
"$746,715",5 beds,2 baths,"3,088 sqft","2332 Pine St, Los Angeles, CA 95459",Los Angeles,CA,95459,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-1.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Ocean view
Modern kitchen with new appliances
Pet-friendly"
"$310,083",5 beds,2 baths,"3,088 sqft","2765 Maple St, Boston, MA 21899",Boston,MA,21899,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-4.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Pet-friendly
Swimming pool
Large garage
Ocean view"
"$870,170",5 beds,2 baths,"3,088 sqft","3343 Elm St, Seattle, WA 39682",Seattle,WA,39682,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-3.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Pet-friendly
Large garage
Close to public transport"
"$842,603",5 beds,2 baths,"3,088 sqft","1905 Oak St, San Francisco, CA 18300",San Francisco,CA,18300,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-5.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Close to public transport
Modern kitchen with new appliances"
"$870,090",5 beds,2 baths,"3,088 sqft","2047 Pine St, Portland, OR 92478",Portland,OR,92478,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-1.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Recently renovated
Pet-friendly
Close to public transport"
"$669,748",5 beds,2 baths,"3,088 sqft","2065 Oak St, Portland, OR 92514",Portland,OR,92514,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-5.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Recently renovated
Walking distance to parks
Ocean view
Well-maintained backyard"
"$621,351",5 beds,2 baths,"3,088 sqft","2585 Elm St, Las Vegas, NV 40611",Las Vegas,NV,40611,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-4.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Modern kitchen with new appliances
Gated community
Large garage"
"$613,559",5 beds,2 baths,"3,088 sqft","1124 Oak St, Austin, TX 32734",Austin,TX,32734,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-4.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Modern kitchen with new appliances
Pet-friendly"
"$318,056",5 beds,2 baths,"3,088 sqft","4373 Oak St, Washington, DC 89304",Washington,DC,89304,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-5.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Well-maintained backyard
Walking distance to parks"
"$477,635",5 beds,2 baths,"3,088 sqft","2454 Pine St, Washington, DC 19725",Washington,DC,19725,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-1.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Pet-friendly
Well-maintained backyard
Swimming pool"
"$505,303",5 beds,2 baths,"3,088 sqft","4772 Oak St, Clarksville, TN 35488",Clarksville,TN,35488,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-1.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Large garage
Gated community
Recently renovated
Walking distance to parks"
"$781,015",5 beds,2 baths,"3,088 sqft","3689 Maple St, Orlando, FL 34298",Orlando,FL,34298,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-5.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Gated community
Close to public transport"
"$301,855",5 beds,2 baths,"3,088 sqft","3753 Cedar St, Philadelphia, PA 19267",Philadelphia,PA,19267,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-2.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Swimming pool
Pet-friendly"
"$768,368",5 beds,2 baths,"3,088 sqft","3434 Cedar St, Miami, FL 47094",Miami,FL,47094,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-5.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Well-maintained backyard
Walking distance to parks"
"$808,028",5 beds,2 baths,"3,088 sqft","4463 Maple St, Dallas, TX 44378",Dallas,TX,44378,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-3.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Modern kitchen with new appliances
Pet-friendly
Recently renovated"
"$541,590",5 beds,2 baths,"3,088 sqft","1284 Maple St, San Francisco, CA 41187",San Francisco,CA,41187,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-3.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Recently renovated
Walking distance to parks"
"$870,606",5 beds,2 baths,"3,088 sqft","2191 Elm St, Las Vegas, NV 59549",Las Vegas,NV,59549,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-2.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Close to public transport
Walking distance to parks
Swimming pool
Gated community"
"$403,146",5 beds,2 baths,"3,088 sqft","1914 Oak St, Atlanta, GA 59116",Atlanta,GA,59116,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-2.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Ocean view
Pet-friendly
Walking distance to parks"
"$684,056",5 beds,2 baths,"3,088 sqft","3507 Cedar St, Orlando, FL 43141",Orlando,FL,43141,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-5.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Walking distance to parks
Large garage
Close to public transport"
"$327,536",5 beds,2 baths,"3,088 sqft","1639 Cedar St, Washington, DC 55211",Washington,DC,55211,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-3.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Pet-friendly
Well-maintained backyard
Walking distance to parks
Ocean view"
"$571,864",6 beds,2 baths,"1,631 sqft","4339 Elm St, Los Angeles, CA 88455",Los Angeles,CA,88455,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-2.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Pet-friendly
Close to public transport
Large garage"
"$944,357",6 beds,2 baths,"1,631 sqft","1325 Maple St, Seattle, WA 11826",Seattle,WA,11826,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-2.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Well-maintained backyard
Large garage"
"$781,063",6 beds,2 baths,"1,631 sqft","2081 Oak St, Portland, OR 29899",Portland,OR,29899,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-2.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Well-maintained backyard
Walking distance to parks
Pet-friendly"
"$462,199",6 beds,2 baths,"1,631 sqft","1709 Oak St, Austin, TX 60376",Austin,TX,60376,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-4.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Large garage
Recently renovated
Well-maintained backyard
Close to public transport"
"$871,629",6 beds,2 baths,"1,631 sqft","4560 Elm St, Las Vegas, NV 18465",Las Vegas,NV,18465,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-2.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Swimming pool
Gated community
Modern kitchen with new appliances"
"$990,834",6 beds,2 baths,"1,631 sqft","3537 Pine St, Seattle, WA 42565",Seattle,WA,42565,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-4.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Pet-friendly
Swimming pool
Well-maintained backyard
Modern kitchen with new appliances"
"$433,664",6 beds,2 baths,"1,631 sqft","2244 Pine St, Phoenix, AZ 16112",Phoenix,AZ,16112,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-1.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Ocean view
Recently renovated
Walking distance to parks
Modern kitchen with new appliances"
"$326,776",6 beds,2 baths,"1,631 sqft","4886 Pine St, Orlando, FL 85288",Orlando,FL,85288,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-3.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Swimming pool
Recently renovated
Modern kitchen with new appliances"
"$814,615",6 beds,2 baths,"1,631 sqft","1950 Pine St, Austin, TX 74384",Austin,TX,74384,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-4.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Large garage
Recently renovated"
"$538,693",6 beds,2 baths,"1,631 sqft","2186 Cedar St, Clarksville, TN 22863",Clarksville,TN,22863,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-5.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Pet-friendly
Gated community
Large garage"
"$709,068",6 beds,2 baths,"1,631 sqft","3355 Cedar St, Seattle, WA 56227",Seattle,WA,56227,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-2.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Gated community
Recently renovated
Ocean view
Pet-friendly"
"$769,970",6 beds,2 baths,"1,631 sqft","1446 Pine St, Seattle, WA 80685",Seattle,WA,80685,http://10.27.27.12:3000/_next/image?url=%2Freal-estate-1.jpg&w=640&q=75,Super cool house. Buy this sweet home and never disappoint your friends/family again!,"Modern kitchen with new appliances
Ocean view"
